"ANO_CMPT","MES_CMPT","CNES","Name_CNES","num_dias_perman_hosp","num_motivos_saida_hosp","num_dias_perman_clinica","num_motivos_saida_clinica","num_dias_perman_cirurgica","num_motivos_saida_cirurgica","num_partos_cesareos","num_partos_total","N_dias_em_UTI","N_CIRURGIAS_APRE","N_Internacoes_H","N_leitos_UTI","N_leitos_hosp_sem_leitos_hosp_dia"
"2020","12","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",2514,373,1978,230,536,143,93,165,694,154,390,44,190
"2020","12","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",9089,1270,4519,444,4343,807,207,313,1217,944,1365,55,454
"2020","12","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",3998,742,2475,459,1473,281,87,178,595,408,822,40,258
"2020","12","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4935,402,3133,192,1801,210,0,0,438,486,464,25,208
"2020","12","3654826","Hospital de Doenças Tropicais (HDT-UFT)",771,79,771,79,0,0,0,0,0,0,80,NA,48
"2020","12","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",652,178,511,103,141,75,39,81,0,77,181,5,67
"2020","12","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",4384,593,3159,282,1220,308,55,75,785,381,651,40,271
"2020","12","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",734,182,734,182,0,0,0,0,108,0,182,10,85
"2020","12","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3300,586,1322,220,1977,366,0,0,781,537,658,21,150
"2020","12","6568343","Hospital Universitário de Lagarto (HUL-UFS)",2959,278,2517,214,442,64,0,0,425,337,287,30,120
"2021","01","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",3477,554,2623,346,854,208,91,153,287,281,654,20,345
"2021","01","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",1402,231,977,91,425,140,0,0,128,196,240,24,146
"2021","01","0003816","HU Professor Edgard Santos (Hupes-UFBA)",5253,466,4549,318,591,133,0,0,309,231,599,35,283
"2021","01","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",267,93,112,30,155,63,26,37,13,68,103,10,80
"2021","01","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",5090,626,3126,378,1964,248,58,126,615,333,662,39,208
"2021","01","0010510","HU da Universidade de Brasília (HUB-UnB)",2364,593,1657,263,670,319,43,114,112,716,671,39,219
"2021","01","0012505","HU Antônio Pedro (HUAP-UFF)",4024,376,2661,257,1270,113,23,31,549,163,403,34,234
"2021","01","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",8141,959,6106,530,1402,364,35,97,1349,534,1227,83,439
"2021","01","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",2430,394,1823,197,607,197,73,105,342,227,444,67,295
"2021","01","2017644","HU Getúlio Vargas (HUGV-UFAM)",1121,177,378,69,734,105,0,0,51,128,183,32,149
"2021","01","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",12292,1446,6507,637,5575,789,167,241,1472,1773,1654,76,514
"2021","01","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6622,811,3656,418,2926,388,39,85,905,596,874,40,302
"2021","01","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",3386,261,2777,181,537,77,0,0,519,148,328,22,126
"2021","01","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",7112,1046,4496,600,2557,438,121,244,1046,1771,1086,45,375
"2021","01","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",4231,379,3053,242,1178,137,53,89,788,201,416,25,189
"2021","01","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2229,287,1521,171,707,115,17,43,444,607,312,33,249
"2021","01","2332981","HU João de Barros Barreto (HUJBB-UFPA)",3189,184,2481,111,708,73,0,0,131,113,217,25,296
"2021","01","2338424","HC da Universidade Federal de Goiás (HC-UFG)",3394,514,2446,342,946,171,33,42,677,267,525,83,336
"2021","01","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",10668,1418,7287,953,2894,445,78,195,2446,784,1579,124,666
"2021","01","2400243","HU Lauro Wanderley (HULW-UFPB)",4158,617,2685,345,1471,271,149,256,493,398,670,24,212
"2021","01","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",4189,671,3007,374,1182,297,242,382,763,323,731,26,127
"2021","01","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",5208,856,3981,497,1227,359,229,355,832,419,942,28,254
"2021","01","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",240,67,158,30,82,37,0,0,0,43,67,1,30
"2021","01","2561492","HU Walter Cantídio (HUWC-UFC)",4152,322,2836,126,623,127,0,0,643,225,491,21,203
"2021","01","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4326,498,2423,204,1640,267,0,0,426,351,583,24,235
"2021","01","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",2210,246,1631,117,575,127,34,45,378,159,251,26,98
"2021","01","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2400,303,1973,143,425,157,0,0,477,207,318,31,177
"2021","01","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",61,65,0,0,54,58,0,0,0,69,65,NA,21
"2021","01","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",3817,537,2864,330,935,204,63,157,621,217,546,26,184
"2021","01","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",2740,485,2102,299,638,186,142,295,383,195,502,44,190
"2021","01","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",7609,1193,4283,540,3178,640,110,230,1069,771,1253,55,454
"2021","01","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",1295,381,679,220,568,157,55,114,42,209,399,40,258
"2021","01","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4361,387,2144,141,2217,246,0,0,549,492,436,25,208
"2021","01","3654826","Hospital de Doenças Tropicais (HDT-UFT)",775,80,775,80,0,0,0,0,0,0,80,NA,48
"2021","01","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1199,370,809,209,390,161,119,272,0,174,377,5,67
"2021","01","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",4601,619,2515,255,2074,348,64,78,679,456,691,40,271
"2021","01","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",637,157,637,157,0,0,0,0,69,0,157,10,85
"2021","01","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3662,573,1560,250,2102,323,0,0,726,628,691,21,150
"2021","01","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3296,389,2738,267,558,121,0,0,449,429,406,30,120
"2021","02","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",5729,915,4057,503,1553,396,93,173,592,577,1105,20,345
"2021","02","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",1567,269,944,107,623,162,0,0,124,245,273,24,146
"2021","02","0003816","HU Professor Edgard Santos (Hupes-UFBA)",2580,453,2209,287,319,153,0,0,393,208,563,35,283
"2021","02","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",656,70,588,28,68,42,17,32,123,48,94,10,81
"2021","02","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6266,755,3437,368,2829,387,83,172,967,495,833,39,208
"2021","02","0010510","HU da Universidade de Brasília (HUB-UnB)",3252,554,2426,295,694,244,71,155,191,730,677,39,219
"2021","02","0012505","HU Antônio Pedro (HUAP-UFF)",2457,310,1714,173,709,135,16,24,438,171,319,34,234
"2021","02","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",9079,1088,6620,599,1994,428,63,138,1290,695,1419,79,435
"2021","02","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",3660,633,2402,313,1257,320,140,197,337,396,722,67,295
"2021","02","2017644","HU Getúlio Vargas (HUGV-UFAM)",1413,228,1005,133,408,95,0,0,430,124,238,32,162
"2021","02","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",10939,1707,5250,750,5639,948,102,148,1410,2186,1876,81,511
"2021","02","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6338,795,3432,369,2832,420,38,84,836,604,874,40,302
"2021","02","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2440,204,1876,134,544,68,0,0,511,140,258,22,126
"2021","02","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",9381,1129,6513,707,2754,413,105,184,1020,1869,1187,45,375
"2021","02","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",2420,315,1616,188,804,127,57,93,225,158,339,25,189
"2021","02","2295415","HU Gaffree e Guinle (HUGG-Unirio)",1781,271,1152,108,603,141,9,29,421,272,290,33,249
"2021","02","2332981","HU João de Barros Barreto (HUJBB-UFPA)",3862,233,2932,160,930,73,0,0,133,149,279,25,296
"2021","02","2338424","HC da Universidade Federal de Goiás (HC-UFG)",3556,542,2172,329,1382,212,23,33,1021,343,574,133,416
"2021","02","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",9725,1303,6714,841,2603,422,74,216,2262,687,1439,130,672
"2021","02","2400243","HU Lauro Wanderley (HULW-UFPB)",4468,579,3313,328,1142,249,108,214,635,409,654,24,212
"2021","02","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3711,605,2646,316,1065,289,202,321,866,323,660,26,131
"2021","02","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",3703,750,2736,444,967,306,190,317,366,358,829,28,254
"2021","02","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",285,94,158,38,127,56,0,0,0,71,94,1,30
"2021","02","2561492","HU Walter Cantídio (HUWC-UFC)",2977,363,1843,150,701,166,0,0,251,294,512,21,203
"2021","02","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4096,323,2583,167,1175,124,0,0,545,198,396,34,227
"2021","02","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",2049,198,1494,96,555,102,18,27,662,131,210,26,129
"2021","02","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",1857,233,1578,121,276,107,0,0,224,142,249,31,177
"2021","02","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",82,85,0,0,76,79,0,0,0,101,85,NA,21
"2021","02","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",3172,437,2292,261,855,174,91,159,490,196,445,26,194
"2021","02","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",3724,490,3053,326,670,163,115,231,782,168,515,44,190
"2021","02","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",7874,1160,4370,529,3375,619,74,185,1340,698,1224,55,454
"2021","02","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",3932,656,2702,450,1052,202,59,146,434,296,690,40,258
"2021","02","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4714,377,2567,159,2147,218,0,0,629,471,429,45,228
"2021","02","3654826","Hospital de Doenças Tropicais (HDT-UFT)",560,62,560,62,0,0,0,0,0,0,62,NA,48
"2021","02","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",986,306,660,179,326,127,102,227,0,138,316,5,67
"2021","02","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6894,890,4397,435,2482,440,67,89,1000,596,977,40,271
"2021","02","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",827,146,827,146,0,0,0,0,64,0,146,10,85
"2021","02","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3917,638,1960,281,1957,357,0,0,650,610,707,21,150
"2021","02","6568343","Hospital Universitário de Lagarto (HUL-UFS)",6177,680,5329,500,844,179,0,0,555,313,707,30,120
"2021","03","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",4635,716,3366,442,1210,268,137,226,489,398,928,28,381
"2021","03","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",1404,241,956,101,448,140,0,0,199,220,247,24,146
"2021","03","0003816","HU Professor Edgard Santos (Hupes-UFBA)",6709,735,5722,451,883,259,0,0,738,385,917,35,283
"2021","03","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",615,130,419,41,196,89,39,54,187,100,160,10,81
"2021","03","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6522,885,4321,519,2201,366,80,184,715,445,954,29,198
"2021","03","0010510","HU da Universidade de Brasília (HUB-UnB)",6170,996,4347,513,1394,450,98,229,322,1329,1174,39,219
"2021","03","0012505","HU Antônio Pedro (HUAP-UFF)",4126,418,2694,247,1324,161,23,30,1103,210,441,34,234
"2021","03","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",8540,960,6440,556,1409,351,38,82,1232,541,1250,79,435
"2021","03","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4130,554,2931,285,1194,267,85,132,735,403,682,67,295
"2021","03","2017644","HU Getúlio Vargas (HUGV-UFAM)",1948,204,1749,185,199,19,0,0,510,30,221,42,172
"2021","03","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",12199,1519,6202,666,5863,843,176,256,1223,2099,1711,108,538
"2021","03","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6948,905,3581,428,3337,473,40,96,1101,780,974,50,298
"2021","03","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2228,223,1774,128,380,91,0,0,391,151,284,22,126
"2021","03","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",9128,1183,6254,732,2796,444,124,222,1120,1682,1224,50,380
"2021","03","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",2709,395,1807,240,902,155,95,153,541,165,426,27,191
"2021","03","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2128,378,1424,180,687,179,30,66,371,290,398,33,249
"2021","03","2332981","HU João de Barros Barreto (HUJBB-UFPA)",2844,169,2090,116,754,53,0,0,131,176,204,25,296
"2021","03","2338424","HC da Universidade Federal de Goiás (HC-UFG)",4841,706,2859,382,1935,322,43,58,1244,588,741,133,416
"2021","03","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",11643,1541,8251,979,2773,506,92,229,2690,808,1682,151,693
"2021","03","2400243","HU Lauro Wanderley (HULW-UFPB)",3682,559,2587,309,1047,247,161,272,523,381,619,24,218
"2021","03","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3422,622,2341,331,1081,291,199,316,532,324,679,26,131
"2021","03","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4763,925,3473,542,1290,383,273,437,609,437,999,28,254
"2021","03","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",202,81,95,29,107,52,0,0,0,55,81,NA,30
"2021","03","2561492","HU Walter Cantídio (HUWC-UFC)",3024,305,2048,176,682,89,0,0,158,167,383,21,203
"2021","03","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4577,503,2528,207,1769,277,0,0,893,406,575,39,223
"2021","03","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1751,211,1043,86,708,125,30,45,397,150,223,26,129
"2021","03","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2528,305,2077,165,440,136,0,0,391,167,327,31,177
"2021","03","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",65,73,0,0,61,66,0,0,0,75,73,NA,21
"2021","03","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",2890,296,2287,193,570,102,39,67,504,113,298,36,190
"2021","03","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4101,754,3284,503,816,250,195,418,778,271,779,44,190
"2021","03","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",7808,1150,4307,542,3412,598,107,219,1194,672,1224,75,474
"2021","03","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",5854,1023,4371,733,1473,287,106,291,710,374,1084,40,258
"2021","03","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",3973,258,2217,132,1756,126,0,0,499,500,324,45,228
"2021","03","3654826","Hospital de Doenças Tropicais (HDT-UFT)",687,83,687,83,0,0,0,0,0,0,83,NA,48
"2021","03","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1361,419,1023,236,338,183,89,202,0,192,430,5,67
"2021","03","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6352,949,4127,490,2204,437,58,83,735,548,1032,40,271
"2021","03","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1161,164,1161,164,0,0,0,0,245,0,164,10,89
"2021","03","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",4818,628,1475,243,3340,385,0,0,634,766,731,21,150
"2021","03","6568343","Hospital Universitário de Lagarto (HUL-UFS)",4638,493,3875,340,761,153,0,0,672,226,516,30,120
"2021","04","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",4689,848,3609,495,1077,353,84,129,441,485,991,28,353
"2021","04","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",1332,194,842,83,489,110,0,0,73,163,195,24,146
"2021","04","0003816","HU Professor Edgard Santos (Hupes-UFBA)",6398,619,5423,404,898,202,0,0,543,333,807,35,283
"2021","04","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",840,155,538,54,302,101,39,67,183,114,196,10,81
"2021","04","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6397,886,3792,495,2605,391,93,212,569,469,972,40,209
"2021","04","0010510","HU da Universidade de Brasília (HUB-UnB)",4419,796,3435,448,881,339,89,212,225,1070,965,39,219
"2021","04","0012505","HU Antônio Pedro (HUAP-UFF)",3791,378,2467,212,1221,156,22,35,929,195,401,34,234
"2021","04","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",11175,1400,8545,850,1820,461,60,148,1711,724,1721,79,435
"2021","04","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",3515,489,2652,264,863,225,69,118,524,283,576,67,295
"2021","04","2017644","HU Getúlio Vargas (HUGV-UFAM)",2556,259,2201,185,353,73,0,0,725,91,277,42,172
"2021","04","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",10423,1488,5781,710,4518,772,168,235,1142,1913,1648,108,524
"2021","04","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6293,800,3150,376,3114,423,46,102,1000,676,873,50,298
"2021","04","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2378,214,1819,131,456,75,0,0,511,143,270,22,126
"2021","04","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",9591,1069,6684,696,2879,369,111,199,1068,2163,1141,50,380
"2021","04","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",3044,304,2334,222,710,82,54,100,652,107,328,27,168
"2021","04","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2331,328,1825,154,504,171,10,28,354,192,346,25,225
"2021","04","2332981","HU João de Barros Barreto (HUJBB-UFPA)",3221,172,2736,123,485,49,0,0,129,87,206,25,296
"2021","04","2338424","HC da Universidade Federal de Goiás (HC-UFG)",5605,763,3623,464,1947,297,31,39,1483,564,804,133,416
"2021","04","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",11545,1473,8028,982,2809,453,101,249,2586,768,1637,151,693
"2021","04","2400243","HU Lauro Wanderley (HULW-UFPB)",3694,616,2642,361,1044,253,142,249,441,431,666,24,218
"2021","04","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3372,649,2160,321,1212,328,261,434,439,352,708,26,131
"2021","04","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",6060,1077,4567,654,1493,423,321,511,1039,494,1156,28,254
"2021","04","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",276,104,144,36,132,68,0,0,0,84,104,NA,30
"2021","04","2561492","HU Walter Cantídio (HUWC-UFC)",4442,415,3162,308,928,81,0,0,287,173,509,21,203
"2021","04","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",5492,649,3645,323,1565,299,0,0,733,398,730,39,223
"2021","04","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1710,224,1153,103,557,121,41,51,340,143,234,26,129
"2021","04","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2388,351,1957,179,426,170,0,0,412,231,388,31,177
"2021","04","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",54,69,0,0,54,67,0,0,0,78,69,NA,21
"2021","04","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",2729,342,2197,231,532,111,51,96,493,122,346,36,190
"2021","04","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",2117,429,1534,277,583,152,110,243,401,168,451,44,190
"2021","04","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",7432,1134,4085,456,3234,670,109,217,1159,763,1225,75,474
"2021","04","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",6086,1058,4534,731,1493,323,92,239,811,427,1110,40,258
"2021","04","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",5150,375,3678,263,1472,112,0,0,1090,318,437,45,228
"2021","04","3654826","Hospital de Doenças Tropicais (HDT-UFT)",1044,115,1044,115,0,0,0,0,0,0,115,NA,48
"2021","04","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1149,368,702,160,447,208,128,233,0,221,378,5,67
"2021","04","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6469,896,4144,438,2322,438,78,114,713,548,976,40,271
"2021","04","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1198,210,1198,210,0,0,0,0,371,0,210,14,93
"2021","04","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",4864,736,2533,401,2331,335,0,0,955,765,820,41,170
"2021","04","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3192,300,2542,197,649,102,0,0,578,315,321,30,120
"2021","05","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",4960,808,3674,471,1208,324,113,188,394,504,981,28,353
"2021","05","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2481,296,1988,182,493,114,0,0,447,199,300,20,142
"2021","05","0003816","HU Professor Edgard Santos (Hupes-UFBA)",4936,432,4396,300,459,124,0,0,450,192,550,35,283
"2021","05","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1238,182,928,83,310,99,55,90,304,123,239,10,81
"2021","05","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6583,799,4201,456,2379,342,67,165,981,459,879,40,209
"2021","05","0010510","HU da Universidade de Brasília (HUB-UnB)",4539,715,3599,426,850,275,77,199,235,1175,910,29,209
"2021","05","0012505","HU Antônio Pedro (HUAP-UFF)",2942,420,1782,211,1016,202,30,40,650,244,437,34,240
"2021","05","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",6984,886,5538,535,1099,299,44,99,1144,451,1092,79,435
"2021","05","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",3742,441,2927,263,815,175,81,117,720,246,562,67,295
"2021","05","2017644","HU Getúlio Vargas (HUGV-UFAM)",3736,396,2799,216,893,177,0,0,833,216,411,42,172
"2021","05","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",12212,1549,7984,850,4142,691,184,251,1746,1584,1695,108,524
"2021","05","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6293,825,3574,426,2650,390,44,100,818,551,888,50,298
"2021","05","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2261,209,1832,123,334,82,0,0,421,135,236,22,126
"2021","05","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",7850,1011,5593,639,2222,370,75,148,974,1662,1054,50,380
"2021","05","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",4243,407,3261,292,982,115,66,120,659,171,461,28,169
"2021","05","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2391,258,1807,157,518,79,30,72,378,157,290,25,225
"2021","05","2332981","HU João de Barros Barreto (HUJBB-UFPA)",3541,213,2837,148,704,65,0,0,169,95,253,25,296
"2021","05","2338424","HC da Universidade Federal de Goiás (HC-UFG)",4649,731,3298,471,1346,258,31,47,1255,443,762,133,416
"2021","05","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",10271,1372,7928,962,1916,376,93,301,2655,564,1470,151,693
"2021","05","2400243","HU Lauro Wanderley (HULW-UFPB)",4361,657,3278,372,1079,284,144,254,823,314,716,36,233
"2021","05","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3781,689,2665,398,1116,291,229,371,869,332,751,26,132
"2021","05","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",5919,1218,4316,766,1603,452,338,617,663,511,1323,28,254
"2021","05","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",287,91,228,64,59,27,0,0,0,35,91,NA,30
"2021","05","2561492","HU Walter Cantídio (HUWC-UFC)",4828,409,3360,263,1121,113,0,0,675,220,458,21,203
"2021","05","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4688,371,3208,198,1312,155,0,0,1012,225,431,39,223
"2021","05","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1903,245,1098,108,805,137,42,56,304,149,251,26,95
"2021","05","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2290,304,1849,159,435,144,0,0,385,221,360,31,177
"2021","05","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",67,82,0,0,62,76,0,0,0,83,82,NA,21
"2021","05","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",3430,651,2507,410,921,240,135,269,526,244,665,36,190
"2021","05","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",3499,613,2758,409,741,204,157,333,1033,239,635,46,151
"2021","05","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",7747,1116,4471,448,3177,658,149,225,956,756,1232,75,474
"2021","05","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",6016,1089,4740,763,1198,320,92,247,817,388,1136,40,258
"2021","05","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4824,396,3682,256,1142,139,0,0,1262,232,439,45,228
"2021","05","3654826","Hospital de Doenças Tropicais (HDT-UFT)",758,101,758,101,0,0,0,0,0,0,101,NA,48
"2021","05","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1384,408,875,187,509,221,134,238,0,243,420,5,67
"2021","05","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6517,913,3656,424,2853,477,64,89,687,617,1007,40,271
"2021","05","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1155,218,1155,218,0,0,0,0,74,0,218,14,95
"2021","05","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",2547,468,1588,269,870,199,0,0,404,307,500,41,170
"2021","05","6568343","Hospital Universitário de Lagarto (HUL-UFS)",2702,371,2077,289,625,82,0,0,489,679,399,30,120
"2021","06","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",7791,1183,5859,664,1796,500,180,291,613,748,1462,28,353
"2021","06","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2791,261,2372,187,419,74,0,0,343,112,268,20,142
"2021","06","0003816","HU Professor Edgard Santos (Hupes-UFBA)",4038,435,3431,284,522,137,0,0,526,202,510,35,283
"2021","06","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",970,107,788,48,182,59,30,49,234,62,133,10,81
"2021","06","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",5631,757,3451,441,2180,316,57,130,1082,420,850,40,209
"2021","06","0010510","HU da Universidade de Brasília (HUB-UnB)",4844,828,3788,423,961,393,117,293,194,1281,1036,29,209
"2021","06","0012505","HU Antônio Pedro (HUAP-UFF)",3689,427,2265,213,1339,210,22,31,648,273,463,34,240
