"ANO_CMPT","MES_CMPT","CNES","Name_CNES","Indicador","Nome_Indicador"
"2020","09","2561492","HU Walter Cantídio (HUWC-UFC)","450","Número de Internações Hospitalares"
"2020","09","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","557","Número de Internações Hospitalares"
"2020","09","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","215","Número de Internações Hospitalares"
"2020","09","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","353","Número de Internações Hospitalares"
"2020","09","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","86","Número de Internações Hospitalares"
"2020","09","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","447","Número de Internações Hospitalares"
"2020","09","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","509","Número de Internações Hospitalares"
"2020","09","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","1100","Número de Internações Hospitalares"
"2020","09","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","975","Número de Internações Hospitalares"
"2020","09","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","430","Número de Internações Hospitalares"
"2020","09","3654826","Hospital de Doenças Tropicais (HDT-UFT)","74","Número de Internações Hospitalares"
"2020","09","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","291","Número de Internações Hospitalares"
"2020","09","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","709","Número de Internações Hospitalares"
"2020","09","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","205","Número de Internações Hospitalares"
"2020","09","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","655","Número de Internações Hospitalares"
"2020","09","6568343","Hospital Universitário de Lagarto (HUL-UFS)","224","Número de Internações Hospitalares"
"2020","10","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","981","Número de Internações Hospitalares"
"2020","10","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","184","Número de Internações Hospitalares"
"2020","10","0003816","HU Professor Edgard Santos (Hupes-UFBA)","571","Número de Internações Hospitalares"
"2020","10","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","156","Número de Internações Hospitalares"
"2020","10","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","681","Número de Internações Hospitalares"
"2020","10","0010510","HU da Universidade de Brasília (HUB-UnB)","835","Número de Internações Hospitalares"
"2020","10","0012505","HU Antônio Pedro (HUAP-UFF)","339","Número de Internações Hospitalares"
"2020","10","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","1268","Número de Internações Hospitalares"
"2020","10","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","545","Número de Internações Hospitalares"
"2020","10","2017644","HU Getúlio Vargas (HUGV-UFAM)","287","Número de Internações Hospitalares"
"2020","10","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1764","Número de Internações Hospitalares"
"2020","10","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","923","Número de Internações Hospitalares"
"2020","10","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","278","Número de Internações Hospitalares"
"2020","10","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1021","Número de Internações Hospitalares"
"2020","10","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","292","Número de Internações Hospitalares"
"2020","10","2295415","HU Gaffree e Guinle (HUGG-Unirio)","334","Número de Internações Hospitalares"
"2020","10","2332981","HU João de Barros Barreto (HUJBB-UFPA)","237","Número de Internações Hospitalares"
"2020","10","2338424","HC da Universidade Federal de Goiás (HC-UFG)","529","Número de Internações Hospitalares"
"2020","10","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","1459","Número de Internações Hospitalares"
"2020","10","2400243","HU Lauro Wanderley (HULW-UFPB)","699","Número de Internações Hospitalares"
"2020","10","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","642","Número de Internações Hospitalares"
"2020","10","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","951","Número de Internações Hospitalares"
"2020","10","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","86","Número de Internações Hospitalares"
"2020","10","2561492","HU Walter Cantídio (HUWC-UFC)","496","Número de Internações Hospitalares"
"2020","10","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","497","Número de Internações Hospitalares"
"2020","10","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","194","Número de Internações Hospitalares"
"2020","10","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","348","Número de Internações Hospitalares"
"2020","10","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","65","Número de Internações Hospitalares"
"2020","10","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","489","Número de Internações Hospitalares"
"2020","10","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","439","Número de Internações Hospitalares"
"2020","10","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","1492","Número de Internações Hospitalares"
"2020","10","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","857","Número de Internações Hospitalares"
"2020","10","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","549","Número de Internações Hospitalares"
"2020","10","3654826","Hospital de Doenças Tropicais (HDT-UFT)","73","Número de Internações Hospitalares"
"2020","10","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","338","Número de Internações Hospitalares"
"2020","10","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","915","Número de Internações Hospitalares"
"2020","10","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","214","Número de Internações Hospitalares"
"2020","10","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","615","Número de Internações Hospitalares"
"2020","10","6568343","Hospital Universitário de Lagarto (HUL-UFS)","249","Número de Internações Hospitalares"
"2020","11","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","1170","Número de Internações Hospitalares"
"2020","11","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","275","Número de Internações Hospitalares"
"2020","11","0003816","HU Professor Edgard Santos (Hupes-UFBA)","901","Número de Internações Hospitalares"
"2020","11","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","121","Número de Internações Hospitalares"
"2020","11","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","491","Número de Internações Hospitalares"
"2020","11","0010510","HU da Universidade de Brasília (HUB-UnB)","876","Número de Internações Hospitalares"
"2020","11","0012505","HU Antônio Pedro (HUAP-UFF)","408","Número de Internações Hospitalares"
"2020","11","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","1302","Número de Internações Hospitalares"
"2020","11","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","587","Número de Internações Hospitalares"
"2020","11","2017644","HU Getúlio Vargas (HUGV-UFAM)","307","Número de Internações Hospitalares"
"2020","11","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1936","Número de Internações Hospitalares"
"2020","11","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","930","Número de Internações Hospitalares"
"2020","11","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","218","Número de Internações Hospitalares"
"2020","11","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1085","Número de Internações Hospitalares"
"2020","11","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","490","Número de Internações Hospitalares"
"2020","11","2295415","HU Gaffree e Guinle (HUGG-Unirio)","217","Número de Internações Hospitalares"
"2020","11","2332981","HU João de Barros Barreto (HUJBB-UFPA)","200","Número de Internações Hospitalares"
"2020","11","2338424","HC da Universidade Federal de Goiás (HC-UFG)","606","Número de Internações Hospitalares"
"2020","11","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","1639","Número de Internações Hospitalares"
"2020","11","2400243","HU Lauro Wanderley (HULW-UFPB)","756","Número de Internações Hospitalares"
"2020","11","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","697","Número de Internações Hospitalares"
"2020","11","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","1044","Número de Internações Hospitalares"
"2020","11","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","79","Número de Internações Hospitalares"
"2020","11","2561492","HU Walter Cantídio (HUWC-UFC)","582","Número de Internações Hospitalares"
"2020","11","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","593","Número de Internações Hospitalares"
"2020","11","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","152","Número de Internações Hospitalares"
"2020","11","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","331","Número de Internações Hospitalares"
"2020","11","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","78","Número de Internações Hospitalares"
"2020","11","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","375","Número de Internações Hospitalares"
"2020","11","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","479","Número de Internações Hospitalares"
"2020","11","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","1235","Número de Internações Hospitalares"
"2020","11","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","1031","Número de Internações Hospitalares"
"2020","11","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","376","Número de Internações Hospitalares"
"2020","11","3654826","Hospital de Doenças Tropicais (HDT-UFT)","60","Número de Internações Hospitalares"
"2020","11","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","300","Número de Internações Hospitalares"
"2020","11","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","730","Número de Internações Hospitalares"
"2020","11","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","199","Número de Internações Hospitalares"
"2020","11","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","634","Número de Internações Hospitalares"
"2020","11","6568343","Hospital Universitário de Lagarto (HUL-UFS)","347","Número de Internações Hospitalares"
"2020","12","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","989","Número de Internações Hospitalares"
"2020","12","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","263","Número de Internações Hospitalares"
"2020","12","0003816","HU Professor Edgard Santos (Hupes-UFBA)","696","Número de Internações Hospitalares"
"2020","12","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","109","Número de Internações Hospitalares"
"2020","12","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","638","Número de Internações Hospitalares"
"2020","12","0010510","HU da Universidade de Brasília (HUB-UnB)","741","Número de Internações Hospitalares"
"2020","12","0012505","HU Antônio Pedro (HUAP-UFF)","385","Número de Internações Hospitalares"
"2020","12","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","1173","Número de Internações Hospitalares"
"2020","12","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","524","Número de Internações Hospitalares"
"2020","12","2017644","HU Getúlio Vargas (HUGV-UFAM)","63","Número de Internações Hospitalares"
"2020","12","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1554","Número de Internações Hospitalares"
"2020","12","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","871","Número de Internações Hospitalares"
"2020","12","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","272","Número de Internações Hospitalares"
"2020","12","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","885","Número de Internações Hospitalares"
"2020","12","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","365","Número de Internações Hospitalares"
"2020","12","2295415","HU Gaffree e Guinle (HUGG-Unirio)","273","Número de Internações Hospitalares"
"2020","12","2332981","HU João de Barros Barreto (HUJBB-UFPA)","305","Número de Internações Hospitalares"
"2020","12","2338424","HC da Universidade Federal de Goiás (HC-UFG)","535","Número de Internações Hospitalares"
"2020","12","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","1312","Número de Internações Hospitalares"
"2020","12","2400243","HU Lauro Wanderley (HULW-UFPB)","635","Número de Internações Hospitalares"
"2020","12","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","621","Número de Internações Hospitalares"
"2020","12","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","944","Número de Internações Hospitalares"
"2020","12","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","47","Número de Internações Hospitalares"
"2020","12","2561492","HU Walter Cantídio (HUWC-UFC)","499","Número de Internações Hospitalares"
"2020","12","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","446","Número de Internações Hospitalares"
"2020","12","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","158","Número de Internações Hospitalares"
"2020","12","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","364","Número de Internações Hospitalares"
"2020","12","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","75","Número de Internações Hospitalares"
"2020","12","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","286","Número de Internações Hospitalares"
"2020","12","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","390","Número de Internações Hospitalares"
"2020","12","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","1365","Número de Internações Hospitalares"
"2020","12","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","822","Número de Internações Hospitalares"
"2020","12","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","464","Número de Internações Hospitalares"
"2020","12","3654826","Hospital de Doenças Tropicais (HDT-UFT)","80","Número de Internações Hospitalares"
"2020","12","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","181","Número de Internações Hospitalares"
"2020","12","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","651","Número de Internações Hospitalares"
"2020","12","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","182","Número de Internações Hospitalares"
"2020","12","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","658","Número de Internações Hospitalares"
"2020","12","6568343","Hospital Universitário de Lagarto (HUL-UFS)","287","Número de Internações Hospitalares"
"2021","01","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","654","Número de Internações Hospitalares"
"2021","01","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","240","Número de Internações Hospitalares"
"2021","01","0003816","HU Professor Edgard Santos (Hupes-UFBA)","599","Número de Internações Hospitalares"
"2021","01","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","103","Número de Internações Hospitalares"
"2021","01","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","662","Número de Internações Hospitalares"
"2021","01","0010510","HU da Universidade de Brasília (HUB-UnB)","671","Número de Internações Hospitalares"
"2021","01","0012505","HU Antônio Pedro (HUAP-UFF)","403","Número de Internações Hospitalares"
"2021","01","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","1227","Número de Internações Hospitalares"
"2021","01","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","444","Número de Internações Hospitalares"
"2021","01","2017644","HU Getúlio Vargas (HUGV-UFAM)","183","Número de Internações Hospitalares"
"2021","01","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1654","Número de Internações Hospitalares"
"2021","01","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","874","Número de Internações Hospitalares"
"2021","01","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","328","Número de Internações Hospitalares"
"2021","01","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1086","Número de Internações Hospitalares"
"2021","01","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","416","Número de Internações Hospitalares"
"2021","01","2295415","HU Gaffree e Guinle (HUGG-Unirio)","312","Número de Internações Hospitalares"
"2021","01","2332981","HU João de Barros Barreto (HUJBB-UFPA)","217","Número de Internações Hospitalares"
"2021","01","2338424","HC da Universidade Federal de Goiás (HC-UFG)","525","Número de Internações Hospitalares"
"2021","01","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","1579","Número de Internações Hospitalares"
"2021","01","2400243","HU Lauro Wanderley (HULW-UFPB)","670","Número de Internações Hospitalares"
"2021","01","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","731","Número de Internações Hospitalares"
"2021","01","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","942","Número de Internações Hospitalares"
"2021","01","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","67","Número de Internações Hospitalares"
"2021","01","2561492","HU Walter Cantídio (HUWC-UFC)","491","Número de Internações Hospitalares"
"2021","01","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","583","Número de Internações Hospitalares"
"2021","01","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","251","Número de Internações Hospitalares"
"2021","01","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","318","Número de Internações Hospitalares"
"2021","01","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","65","Número de Internações Hospitalares"
"2021","01","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","546","Número de Internações Hospitalares"
"2021","01","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","502","Número de Internações Hospitalares"
"2021","01","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","1253","Número de Internações Hospitalares"
"2021","01","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","399","Número de Internações Hospitalares"
"2021","01","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","436","Número de Internações Hospitalares"
"2021","01","3654826","Hospital de Doenças Tropicais (HDT-UFT)","80","Número de Internações Hospitalares"
"2021","01","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","377","Número de Internações Hospitalares"
"2021","01","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","691","Número de Internações Hospitalares"
"2021","01","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","157","Número de Internações Hospitalares"
"2021","01","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","691","Número de Internações Hospitalares"
"2021","01","6568343","Hospital Universitário de Lagarto (HUL-UFS)","406","Número de Internações Hospitalares"
"2021","02","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","1105","Número de Internações Hospitalares"
"2021","02","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","273","Número de Internações Hospitalares"
"2021","02","0003816","HU Professor Edgard Santos (Hupes-UFBA)","563","Número de Internações Hospitalares"
"2021","02","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","94","Número de Internações Hospitalares"
"2021","02","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","833","Número de Internações Hospitalares"
"2021","02","0010510","HU da Universidade de Brasília (HUB-UnB)","677","Número de Internações Hospitalares"
"2021","02","0012505","HU Antônio Pedro (HUAP-UFF)","319","Número de Internações Hospitalares"
"2021","02","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","1419","Número de Internações Hospitalares"
"2021","02","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","722","Número de Internações Hospitalares"
"2021","02","2017644","HU Getúlio Vargas (HUGV-UFAM)","238","Número de Internações Hospitalares"
"2021","02","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1876","Número de Internações Hospitalares"
"2021","02","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","874","Número de Internações Hospitalares"
"2021","02","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","258","Número de Internações Hospitalares"
"2021","02","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1187","Número de Internações Hospitalares"
"2021","02","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","339","Número de Internações Hospitalares"
"2021","02","2295415","HU Gaffree e Guinle (HUGG-Unirio)","290","Número de Internações Hospitalares"
"2021","02","2332981","HU João de Barros Barreto (HUJBB-UFPA)","279","Número de Internações Hospitalares"
"2021","02","2338424","HC da Universidade Federal de Goiás (HC-UFG)","574","Número de Internações Hospitalares"
"2021","02","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","1439","Número de Internações Hospitalares"
"2021","02","2400243","HU Lauro Wanderley (HULW-UFPB)","654","Número de Internações Hospitalares"
"2021","02","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","660","Número de Internações Hospitalares"
"2021","02","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","829","Número de Internações Hospitalares"
"2021","02","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","94","Número de Internações Hospitalares"
"2021","02","2561492","HU Walter Cantídio (HUWC-UFC)","512","Número de Internações Hospitalares"
"2021","02","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","396","Número de Internações Hospitalares"
"2021","02","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","210","Número de Internações Hospitalares"
"2021","02","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","249","Número de Internações Hospitalares"
"2021","02","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","85","Número de Internações Hospitalares"
"2021","02","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","445","Número de Internações Hospitalares"
"2021","02","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","515","Número de Internações Hospitalares"
"2021","02","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","1224","Número de Internações Hospitalares"
"2021","02","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","690","Número de Internações Hospitalares"
"2021","02","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","429","Número de Internações Hospitalares"
"2021","02","3654826","Hospital de Doenças Tropicais (HDT-UFT)","62","Número de Internações Hospitalares"
"2021","02","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","316","Número de Internações Hospitalares"
"2021","02","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","977","Número de Internações Hospitalares"
"2021","02","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","146","Número de Internações Hospitalares"
"2021","02","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","707","Número de Internações Hospitalares"
"2021","02","6568343","Hospital Universitário de Lagarto (HUL-UFS)","707","Número de Internações Hospitalares"
"2021","03","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","928","Número de Internações Hospitalares"
"2021","03","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","247","Número de Internações Hospitalares"
"2021","03","0003816","HU Professor Edgard Santos (Hupes-UFBA)","917","Número de Internações Hospitalares"
"2021","03","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","160","Número de Internações Hospitalares"
"2021","03","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","954","Número de Internações Hospitalares"
"2021","03","0010510","HU da Universidade de Brasília (HUB-UnB)","1174","Número de Internações Hospitalares"
"2021","03","0012505","HU Antônio Pedro (HUAP-UFF)","441","Número de Internações Hospitalares"
"2021","03","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","1250","Número de Internações Hospitalares"
"2021","03","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","682","Número de Internações Hospitalares"
"2021","03","2017644","HU Getúlio Vargas (HUGV-UFAM)","221","Número de Internações Hospitalares"
"2021","03","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1711","Número de Internações Hospitalares"
"2021","03","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","974","Número de Internações Hospitalares"
"2021","03","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","284","Número de Internações Hospitalares"
"2021","03","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1224","Número de Internações Hospitalares"
"2021","03","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","426","Número de Internações Hospitalares"
"2021","03","2295415","HU Gaffree e Guinle (HUGG-Unirio)","398","Número de Internações Hospitalares"
"2021","03","2332981","HU João de Barros Barreto (HUJBB-UFPA)","204","Número de Internações Hospitalares"
"2021","03","2338424","HC da Universidade Federal de Goiás (HC-UFG)","741","Número de Internações Hospitalares"
"2021","03","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","1682","Número de Internações Hospitalares"
"2021","03","2400243","HU Lauro Wanderley (HULW-UFPB)","619","Número de Internações Hospitalares"
"2021","03","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","679","Número de Internações Hospitalares"
"2021","03","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","999","Número de Internações Hospitalares"
"2021","03","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","81","Número de Internações Hospitalares"
"2021","03","2561492","HU Walter Cantídio (HUWC-UFC)","383","Número de Internações Hospitalares"
"2021","03","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","575","Número de Internações Hospitalares"
"2021","03","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","223","Número de Internações Hospitalares"
"2021","03","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","327","Número de Internações Hospitalares"
"2021","03","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","73","Número de Internações Hospitalares"
"2021","03","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","298","Número de Internações Hospitalares"
"2021","03","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","779","Número de Internações Hospitalares"
"2021","03","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","1224","Número de Internações Hospitalares"
"2021","03","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","1084","Número de Internações Hospitalares"
"2021","03","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","324","Número de Internações Hospitalares"
"2021","03","3654826","Hospital de Doenças Tropicais (HDT-UFT)","83","Número de Internações Hospitalares"
"2021","03","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","430","Número de Internações Hospitalares"
"2021","03","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","1032","Número de Internações Hospitalares"
"2021","03","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","164","Número de Internações Hospitalares"
"2021","03","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","731","Número de Internações Hospitalares"
"2021","03","6568343","Hospital Universitário de Lagarto (HUL-UFS)","516","Número de Internações Hospitalares"
"2021","04","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","991","Número de Internações Hospitalares"
"2021","04","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","195","Número de Internações Hospitalares"
"2021","04","0003816","HU Professor Edgard Santos (Hupes-UFBA)","807","Número de Internações Hospitalares"
"2021","04","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","196","Número de Internações Hospitalares"
"2021","04","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","972","Número de Internações Hospitalares"
"2021","04","0010510","HU da Universidade de Brasília (HUB-UnB)","965","Número de Internações Hospitalares"
"2021","04","0012505","HU Antônio Pedro (HUAP-UFF)","401","Número de Internações Hospitalares"
"2021","04","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","1721","Número de Internações Hospitalares"
"2021","04","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","576","Número de Internações Hospitalares"
"2021","04","2017644","HU Getúlio Vargas (HUGV-UFAM)","277","Número de Internações Hospitalares"
"2021","04","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1648","Número de Internações Hospitalares"
"2021","04","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","873","Número de Internações Hospitalares"
"2021","04","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","270","Número de Internações Hospitalares"
"2021","04","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1141","Número de Internações Hospitalares"
"2021","04","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","328","Número de Internações Hospitalares"
"2021","04","2295415","HU Gaffree e Guinle (HUGG-Unirio)","346","Número de Internações Hospitalares"
